,movieID,recomendation,movie name,recomendation name
1878,3754,1371,"Adventures of Rocky and Bullwinkle, The (2000)",Star Trek: The Motion Picture (1979)
1879,3755,7147,"Perfect Storm, The (2000)",Big Fish (2003)
1880,3760,361,"Kentucky Fried Movie, The (1977)",It Could Happen to You (1994)
1881,3763,3699,F/X (1986),Starman (1984)
1882,3770,166946,Dreamscape (1984),The Founder (2016)
1883,3783,2520,Croupier (1998),Airport (1970)
1884,3784,5171,"Kid, The (2000)","Time Machine, The (2002)"
1885,3785,8622,Scary Movie (2000),Fahrenheit 9/11 (2004)
1886,3786,1883,But I'm a Cheerleader (1999),Bulworth (1998)
1887,3788,1678,Blow-Up (Blowup) (1966),"Joy Luck Club, The (1993)"
1888,3791,91500,Footloose (1984),The Hunger Games (2012)
1889,3793,1201,X-Men (2000),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
1890,3798,1,What Lies Beneath (2000),Toy Story (1995)
1891,3799,1584,Pokémon the Movie 2000 (2000),Contact (1997)
1892,3801,2571,Anatomy of a Murder (1959),"Matrix, The (1999)"
1893,3802,61323,Freejack (1992),Burn After Reading (2008)
1894,3809,1,What About Bob? (1991),Toy Story (1995)
1895,3811,4488,Breaker Morant (1980),Colors (1988)
1896,3812,1673,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Boogie Nights (1997)
1897,3814,1,Love and Death (1975),Toy Story (1995)
1898,3819,7980,Tampopo (1985),"Bridge Too Far, A (1977)"
1899,3821,89,Nutty Professor II: The Klumps (2000),Nick of Time (1995)
1900,3824,3717,Autumn in New York (2000),Gone in 60 Seconds (2000)
1901,3825,2203,Coyote Ugly (2000),Shadow of a Doubt (1943)
1902,3826,31685,Hollow Man (2000),Hitch (2005)
1903,3827,2178,Space Cowboys (2000),Frenzy (1972)
1904,3831,1,Saving Grace (2000),Toy Story (1995)
1905,3836,426,Kelly's Heroes (1970),Body Snatchers (1993)
1906,3841,2423,Air America (1990),Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
1907,3844,1286,Steel Magnolias (1989),Somewhere in Time (1980)
1908,3852,125,"Tao of Steve, The (2000)",Flirting With Disaster (1996)
1909,3861,80463,"Replacements, The (2000)","Social Network, The (2010)"
1910,3863,2600,"Cell, The (2000)",eXistenZ (1999)
1911,3864,1,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Toy Story (1995)
1912,3868,71282,"Naked Gun: From the Files of Police Squad!, The (1988)","Food, Inc. (2008)"
1913,3869,1286,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Somewhere in Time (1980)
1914,3871,4029,Shane (1953),State and Main (2000)
1915,3873,4292,Cat Ballou (1965),Norma Rae (1979)
1916,3877,1542,Supergirl (1984),Brassed Off (1996)
1917,3879,5220,"Art of War, The (2000)",Showtime (2002)
1918,3882,45728,Bring It On (2000),Clerks II (2006)
1919,3889,102880,Highlander: Endgame (Highlander IV) (2000),After Earth (2013)
1920,3893,6565,Nurse Betty (2000),Seabiscuit (2003)
1921,3896,3994,"Way of the Gun, The (2000)",Unbreakable (2000)
1922,3897,40819,Almost Famous (2000),Walk the Line (2005)
1923,3908,1,Urban Legends: Final Cut (2000),Toy Story (1995)
1924,3910,111921,Dancer in the Dark (2000),The Fault in Our Stars (2014)
1925,3911,4725,Best in Show (2000),Session 9 (2001)
1926,3916,4531,Remember the Titans (2000),Red Heat (1988)
1927,3917,69757,Hellraiser (1987),(500) Days of Summer (2009)
1928,3918,1959,Hellbound: Hellraiser II (1988),Out of Africa (1985)
1929,3925,2203,Stranger Than Paradise (1984),Shadow of a Doubt (1943)
1930,3927,60,Fantastic Voyage (1966),"Indian in the Cupboard, The (1995)"
1931,3930,90746,"Creature from the Black Lagoon, The (1954)","Adventures of Tintin, The (2011)"
1932,3932,149334,"Invisible Man, The (1933)",Nocturnal Animals
1933,3946,2628,Get Carter (2000),Star Wars: Episode I - The Phantom Menace (1999)
1934,3948,2424,Meet the Parents (2000),You've Got Mail (1998)
1935,3949,2997,Requiem for a Dream (2000),Being John Malkovich (1999)
1936,3950,56805,Tigerland (2000),Walk Hard: The Dewey Cox Story (2007)
1937,3952,1805,"Contender, The (2000)",Wild Things (1998)
1938,3953,1240,Dr. T and the Women (2000),"Terminator, The (1984)"
1939,3955,4587,"Ladies Man, The (2000)",Earth Girls Are Easy (1988)
1940,3959,159858,"Time Machine, The (1960)",The Conjuring 2 (2016)
1941,3967,1968,Billy Elliot (2000),"Breakfast Club, The (1985)"
1942,3968,68954,Bedazzled (2000),Up (2009)
1943,3969,46965,Pay It Forward (2000),Snakes on a Plane (2006)
1944,3972,4372,"Legend of Drunken Master, The (Jui kuen II) (1994)",Crazy/Beautiful (2001)
1945,3973,86347,Book of Shadows: Blair Witch 2 (2000),Louis C.K.: Chewed Up (2008)
1946,3977,17,Charlie's Angels (2000),Sense and Sensibility (1995)
1947,3978,68954,"Legend of Bagger Vance, The (2000)",Up (2009)
1948,3979,5991,Little Nicky (2000),Chicago (2002)
1949,3980,2346,Men of Honor (2000),"Stepford Wives, The (1975)"
1950,3981,56757,Red Planet (2000),Sweeney Todd: The Demon Barber of Fleet Street (2007)
1951,3983,7,You Can Count on Me (2000),Sabrina (1995)
1952,3984,653,Diamonds Are Forever (1971),Dragonheart (1996)
1953,3986,3438,"6th Day, The (2000)",Teenage Mutant Ninja Turtles (1990)
1954,3987,8808,Bounce (2000),"Princess Diaries 2: Royal Engagement, The (2004)"
1955,3988,242,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Farinelli: il castrato (1994)
1956,3991,4226,102 Dalmatians (2000),Memento (2000)
1957,3992,2447,Malèna (2000),Varsity Blues (1999)
1958,3993,96821,Quills (2000),"Perks of Being a Wallflower, The (2012)"
1959,3994,105468,Unbreakable (2000),Cloudy with a Chance of Meatballs 2 (2013)
1960,3996,1358,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Sling Blade (1996)
1961,3997,79057,Dungeons & Dragons (2000),Predators (2010)
1962,3998,2324,Proof of Life (2000),Life Is Beautiful (La Vita è bella) (1997)
1963,3999,1025,Vertical Limit (2000),"Sword in the Stone, The (1963)"
1964,4002,1,"Planes, Trains & Automobiles (1987)",Toy Story (1995)
1965,4005,2944,"Living Daylights, The (1987)","Dirty Dozen, The (1967)"
1966,4006,227,Transformers: The Movie (1986),Drop Zone (1994)
1967,4007,588,Wall Street (1987),Aladdin (1992)
1968,4008,57368,Born on the Fourth of July (1989),Cloverfield (2008)
1969,4010,2707,Brewster's Millions (1985),Arlington Road (1999)
1970,4011,46723,Snatch (2000),Babel (2006)
1971,4014,3093,Chocolat (2000),McCabe & Mrs. Miller (1971)
1972,4015,153,"Dude, Where's My Car? (2000)",Batman Forever (1995)
1973,4016,161,"Emperor's New Groove, The (2000)",Crimson Tide (1995)
1974,4017,1971,Pollock (2000),"Nightmare on Elm Street 4: The Dream Master, A (1988)"
1975,4018,594,What Women Want (2000),Snow White and the Seven Dwarfs (1937)
1976,4019,508,Finding Forrester (2000),Philadelphia (1993)
1977,4020,337,"Gift, The (2000)",What's Eating Gilbert Grape (1993)
1978,4022,8784,Cast Away (2000),Garden State (2004)
1979,4023,5377,"Family Man, The (2000)",About a Boy (2002)
1980,4025,1673,Miss Congeniality (2000),Boogie Nights (1997)
1981,4027,117529,"O Brother, Where Art Thou? (2000)",Jurassic World (2015)
1982,4029,2476,State and Main (2000),Heartbreak Ridge (1986)
1983,4030,5876,Dracula 2000 (2000),"Quiet American, The (2002)"
1984,4033,1,Thirteen Days (2000),Toy Story (1995)
1985,4034,778,Traffic (2000),Trainspotting (1996)
1986,4036,410,Shadow of the Vampire (2000),Addams Family Values (1993)
1987,4037,2033,House of Games (1987),"Black Cauldron, The (1985)"
1988,4039,111759,Annie (1982),Edge of Tomorrow (2014)
1989,4040,3578,Don't Tell Mom the Babysitter's Dead (1991),Gladiator (2000)
1990,4041,1207,"Officer and a Gentleman, An (1982)",To Kill a Mockingbird (1962)
1991,4047,1,Gettysburg (1993),Toy Story (1995)
1992,4052,2266,Antitrust (2001),"Butcher's Wife, The (1991)"
1993,4054,2618,Save the Last Dance (2001),"Castle, The (1997)"
1994,4056,6669,"Pledge, The (2001)",Ikiru (1952)
1995,4061,1007,The Man in the Moon (1991),"Apple Dumpling Gang, The (1975)"
1996,4062,1207,Mystic Pizza (1988),To Kill a Mockingbird (1962)
1997,4066,8983,I'm Gonna Git You Sucka (1988),House of Flying Daggers (Shi mian mai fu) (2004)
1998,4069,3441,"Wedding Planner, The (2001)",Red Dawn (1984)
1999,4084,1270,Beverly Hills Cop II (1987),Back to the Future (1985)
2000,4085,4878,Beverly Hills Cop (1984),Donnie Darko (2001)
2001,4086,1187,"Big Easy, The (1987)",Passion Fish (1992)
2002,4090,78637,"Brave Little Toaster, The (1987)",Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)
2003,4091,1,Can't Buy Me Love (1987),Toy Story (1995)
2004,4102,5944,Eddie Murphy Raw (1987),Star Trek: Nemesis (2002)
2005,4103,7323,Empire of the Sun (1987),"Good bye, Lenin! (2003)"
2006,4104,6565,Ernest Goes to Camp (1987),Seabiscuit (2003)
2007,4105,93840,"Evil Dead, The (1981)","Cabin in the Woods, The (2012)"
2008,4117,3204,Hope and Glory (1987),"Boys from Brazil, The (1978)"
2009,4121,3489,Innerspace (1987),Hook (1991)
2010,4124,8042,Jaws: The Revenge (1987),Mean Streets (1973)
2011,4128,1,"Lost Boys, The (1987)",Toy Story (1995)
2012,4132,8643,Mannequin (1987),"Cinderella Story, A (2004)"
2013,4133,587,Masters of the Universe (1987),Ghost (1990)
2014,4144,2150,In the Mood For Love (Fa yeung nin wa) (2000),"Gods Must Be Crazy, The (1980)"
2015,4148,595,Hannibal (2001),Beauty and the Beast (1991)
2016,4149,5323,Saving Silverman (Evil Woman) (2001),Jason X (2002)
2017,4155,1,Sweet November (2001),Toy Story (1995)
2018,4159,2324,3000 Miles to Graceland (2001),Life Is Beautiful (La Vita è bella) (1997)
2019,4161,5673,"Mexican, The (2001)",Punch-Drunk Love (2002)
2020,4167,70286,15 Minutes (2001),District 9 (2009)
2021,4205,1260,Mermaids (1990),M (1931)
2022,4210,5528,Manhunter (1986),One Hour Photo (2002)
2023,4211,44788,Reversal of Fortune (1990),This Film Is Not Yet Rated (2006)
2024,4214,1,Revenge of the Nerds (1984),Toy Story (1995)
2025,4215,412,Revenge of the Nerds II: Nerds in Paradise (1987),"Age of Innocence, The (1993)"
2026,4220,3360,"Longest Yard, The (1974)",Hoosiers (a.k.a. Best Shot) (1986)
2027,4223,1089,Enemy at the Gates (2001),Reservoir Dogs (1992)
2028,4225,3616,"Dish, The (2001)",Loser (2000)
2029,4226,4874,Memento (2000),K-PAX (2001)
2030,4228,750,Heartbreakers (2001),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
2031,4231,1866,Someone Like You (2001),"Big Hit, The (1998)"
2032,4232,4973,Spy Kids (2001),"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
2033,4234,216,"Tailor of Panama, The (2001)",Billy Madison (1995)
2034,4235,1635,Amores Perros (Love's a Bitch) (2000),"Ice Storm, The (1997)"
2035,4238,1279,Along Came a Spider (2001),Night on Earth (1991)
2036,4239,1213,Blow (2001),Goodfellas (1990)
2037,4246,1,Bridget Jones's Diary (2001),Toy Story (1995)
2038,4247,786,Joe Dirt (2001),Eraser (1996)
2039,4248,1,Josie and the Pussycats (2001),Toy Story (1995)
2040,4254,4322,Crocodile Dundee in Los Angeles (2001),Eight Men Out (1988)
2041,4255,1,Freddy Got Fingered (2001),Toy Story (1995)
2042,4262,1036,Scarface (1983),Die Hard (1988)
2043,4265,2861,Driven (2001),For Love of the Game (1999)
2044,4270,1,"Mummy Returns, The (2001)",Toy Story (1995)
2045,4275,3134,Krull (1983),Grand Illusion (La grande illusion) (1937)
2046,4280,1263,"World According to Garp, The (1982)","Deer Hunter, The (1978)"
2047,4291,2359,Nine to Five (a.k.a. 9 to 5) (1980),Waking Ned Devine (a.k.a. Waking Ned) (1998)
2048,4292,910,Norma Rae (1979),Some Like It Hot (1959)
2049,4299,4226,"Knight's Tale, A (2001)",Memento (2000)
2050,4306,1214,Shrek (2001),Alien (1979)
2051,4308,3793,Moulin Rouge (2001),X-Men (2000)
2052,4310,115149,Pearl Harbor (2001),John Wick (2014)
2053,4321,1916,City Slickers (1991),Buffalo '66 (a.k.a. Buffalo 66) (1998)
2054,4322,52458,Eight Men Out (1988),Disturbia (2007)
2055,4326,3471,Mississippi Burning (1988),Close Encounters of the Third Kind (1977)
2056,4327,923,"Magnificent Seven, The (1960)",Citizen Kane (1941)
2057,4329,1080,Rio Bravo (1959),Monty Python's Life of Brian (1979)
2058,4333,1248,Throw Momma from the Train (1987),Touch of Evil (1958)
2059,4340,1,"Animal, The (2001)",Toy Story (1995)
2060,4343,1,Evolution (2001),Toy Story (1995)
2061,4344,1,Swordfish (2001),Toy Story (1995)
2062,4349,1392,Catch-22 (1970),Citizen Ruth (1996)
2063,4351,2391,Point Break (1991),"Simple Plan, A (1998)"
2064,4356,2987,Gentlemen Prefer Blondes (1953),Who Framed Roger Rabbit? (1988)
2065,4359,3072,"Seven Year Itch, The (1955)",Moonstruck (1987)
2066,4361,1198,Tootsie (1982),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
2067,4366,1101,Atlantis: The Lost Empire (2001),Top Gun (1986)
2068,4367,1234,Lara Croft: Tomb Raider (2001),"Sting, The (1973)"
2069,4368,2297,Dr. Dolittle 2 (2001),What Dreams May Come (1998)
2070,4369,2121,"Fast and the Furious, The (2001)",Cujo (1983)
2071,4370,51662,A.I. Artificial Intelligence (2001),300 (2007)
2072,4372,62155,Crazy/Beautiful (2001),Nick and Norah's Infinite Playlist (2008)
2073,4378,40339,Sexy Beast (2000),Chicken Little (2005)
2074,4383,2762,"Crimson Rivers, The (Rivières pourpres, Les) (2000)","Sixth Sense, The (1999)"
2075,4386,53322,Cats & Dogs (2001),Ocean's Thirteen (2007)
2076,4387,4383,Kiss of the Dragon (2001),"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
2077,4388,46578,Scary Movie 2 (2001),Little Miss Sunshine (2006)
2078,4396,3668,"Cannonball Run, The (1981)",Romeo and Juliet (1968)
2079,4406,1231,"Man Who Shot Liberty Valance, The (1962)","Right Stuff, The (1983)"
2080,4424,585,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)","Brady Bunch Movie, The (1995)"
2081,4427,106487,"Lion in Winter, The (1968)",The Hunger Games: Catching Fire (2013)
2082,4437,6952,Suspiria (1977),Gothika (2003)
2083,4443,101362,Outland (1981),Olympus Has Fallen (2013)
2084,4446,2986,Final Fantasy: The Spirits Within (2001),RoboCop 2 (1990)
2085,4447,47997,Legally Blonde (2001),Idiocracy (2006)
2086,4448,2411,"Score, The (2001)",Rocky IV (1985)
2087,4464,1445,"Accidental Tourist, The (1988)",McHale's Navy (1997)
2088,4465,5791,"Accused, The (1988)",Frida (2002)
2089,4467,3147,"Adventures of Baron Munchausen, The (1988)","Green Mile, The (1999)"
2090,4474,3740,Beaches (1988),Big Trouble in Little China (1986)
2091,4478,48997,Biloxi Blues (1988),Perfume: The Story of a Murderer (2006)
2092,4487,102686,Cocktail (1988),"Hangover Part III, The (2013)"
2093,4488,799,Colors (1988),"Frighteners, The (1996)"
2094,4489,1221,Coming to America (1988),"Godfather: Part II, The (1974)"
2095,4499,2762,Dirty Rotten Scoundrels (1988),"Sixth Sense, The (1999)"
2096,4506,628,Frantic (1988),Primal Fear (1996)
2097,4508,261,Gorillas in the Mist (1988),Little Women (1994)
2098,4519,1,"Land Before Time, The (1988)",Toy Story (1995)
2099,4531,1888,Red Heat (1988),Hope Floats (1998)
2100,4533,103075,"Return of the Living Dead, The (1985)","Purge, The (2013)"
2101,4535,8965,"Man from Snowy River, The (1982)","Polar Express, The (2004)"
2102,4544,4733,Short Circuit 2 (1988),"Curse of the Jade Scorpion, The (2001)"
2103,4545,112556,Short Circuit (1986),Gone Girl (2014)
2104,4546,2455,"Vanishing, The (Spoorloos) (1988)","Fly, The (1986)"
2105,4553,37380,They Live (1988),Doom (2005)
2106,4558,2739,Twins (1988),"Color Purple, The (1985)"
2107,4564,90600,Always (1989),Headhunters (Hodejegerne) (2011)
2108,4571,56145,Bill & Ted's Excellent Adventure (1989),"Mist, The (2007)"
2109,4572,183869,Black Rain (1989),Hereditary (2018)
2110,4587,31364,Earth Girls Are Easy (1988),Memories of Murder (Salinui chueok) (2003)
2111,4616,45210,Lean on Me (1989),United 93 (2006)
2112,4621,2997,Look Who's Talking (1989),Being John Malkovich (1999)
2113,4623,2622,Major League (1989),William Shakespeare's A Midsummer Night's Dream (1999)
2114,4638,3253,Jurassic Park III (2001),Wayne's World (1992)
2115,4639,2889,America's Sweethearts (2001),"Mystery, Alaska (1999)"
2116,4641,57368,Ghost World (2001),Cloverfield (2008)
2117,4642,159858,Hedwig and the Angry Inch (2000),The Conjuring 2 (2016)
2118,4643,21,Planet of the Apes (2001),Get Shorty (1995)
2119,4649,593,Wet Hot American Summer (2001),"Silence of the Lambs, The (1991)"
2120,4654,3786,Road House (1989),But I'm a Cheerleader (1999)
2121,4661,68793,Sea of Love (1989),Night at the Museum: Battle of the Smithsonian (2009)
2122,4673,2028,Tango & Cash (1989),Saving Private Ryan (1998)
2123,4677,8376,Turner & Hooch (1989),Napoleon Dynamite (2004)
2124,4678,1541,UHF (1989),Addicted to Love (1997)
2125,4679,1399,Uncle Buck (1989),Marvin's Room (1996)
2126,4681,2297,"War of the Roses, The (1989)",What Dreams May Come (1998)
2127,4700,2797,"Princess Diaries, The (2001)",Big (1988)
2128,4701,3996,Rush Hour 2 (2001),"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
2129,4703,1270,Chocolat (1988),Back to the Future (1985)
2130,4713,718,Altered States (1980),"Visitors, The (Visiteurs, Les) (1993)"
2131,4718,1,American Pie 2 (2001),Toy Story (1995)
2132,4719,3301,Osmosis Jones (2001),"Whole Nine Yards, The (2000)"
2133,4720,2355,"Others, The (2001)","Bug's Life, A (1998)"
2134,4725,1219,Session 9 (2001),Psycho (1960)
2135,4727,31658,Captain Corelli's Mandolin (2001),Howl's Moving Castle (Hauru no ugoku shiro) (2004)
2136,4728,8623,Rat Race (2001),Roxanne (1987)
2137,4733,7151,"Curse of the Jade Scorpion, The (2001)",Girl with a Pearl Earring (2003)
2138,4734,1274,Jay and Silent Bob Strike Back (2001),Akira (1988)
2139,4735,43871,Ghosts of Mars (2001),Firewall (2006)
2140,4744,4014,Jeepers Creepers (2001),Chocolat (2000)
2141,4754,3978,"Wicker Man, The (1973)","Legend of Bagger Vance, The (2000)"
2142,4757,842,Rock Star (2001),Tales from the Crypt Presents: Bordello of Blood (1996)
2143,4776,589,Training Day (2001),Terminator 2: Judgment Day (1991)
2144,4787,832,Little Man Tate (1991),Ransom (1996)
2145,4799,575,"It's a Mad, Mad, Mad, Mad World (1963)","Little Rascals, The (1994)"
2146,4809,1089,Silkwood (1983),Reservoir Dogs (1992)
2147,4814,91976,Don't Say a Word (2001),"Grey, The (2012)"
2148,4815,273,Hearts in Atlantis (2001),Mary Shelley's Frankenstein (Frankenstein) (1994)
2149,4816,5669,Zoolander (2001),Bowling for Columbine (2002)
2150,4821,1128,Joy Ride (2001),"Fog, The (1980)"
2151,4823,55820,Serendipity (2001),No Country for Old Men (2007)
2152,4835,1161,Coal Miner's Daughter (1980),"Tin Drum, The (Blechtrommel, Die) (1979)"
2153,4844,147,Bandits (2001),"Basketball Diaries, The (1995)"
2154,4846,2870,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Barefoot in the Park (1967)
2155,4848,6711,Mulholland Drive (2001),Lost in Translation (2003)
2156,4855,678,Dirty Harry (1971),Some Folks Call It a Sling Blade (1993)
2157,4857,6639,Fiddler on the Roof (1971),Wait Until Dark (1967)
2158,4865,1882,From Hell (2001),Godzilla (1998)
2159,4866,1476,"Last Castle, The (2001)",Private Parts (1997)
2160,4867,96861,Riding in Cars with Boys (2001),Taken 2 (2012)
2161,4873,2137,Waking Life (2001),Charlotte's Web (1973)
2162,4874,58103,K-PAX (2001),Vantage Point (2008)
2163,4876,3503,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Solaris (Solyaris) (1972)
2164,4878,8665,Donnie Darko (2001),"Bourne Supremacy, The (2004)"
2165,4880,2959,Life as a House (2001),Fight Club (1999)
2166,4881,68237,"Man Who Wasn't There, The (2001)",Moon (2009)
2167,4886,31804,"Monsters, Inc. (2001)",Night Watch (Nochnoy dozor) (2004)
2168,4887,8636,"One, The (2001)",Spider-Man 2 (2004)
2169,4889,36519,Heist (2001),Transporter 2 (2005)
2170,4890,3624,Shallow Hal (2001),Shanghai Noon (2000)
2171,4896,1527,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),"Fifth Element, The (1997)"
2172,4899,360,Black Knight (2001),I Love Trouble (1994)
2173,4901,718,Spy Game (2001),"Visitors, The (Visiteurs, Les) (1993)"
2174,4902,1233,"Devil's Backbone, The (Espinazo del diablo, El) (2001)","Boot, Das (Boat, The) (1981)"
2175,4903,1779,In the Bedroom (2001),Sphere (1998)
2176,4914,7072,Breathless (À bout de souffle) (1960),Stagecoach (1939)
2177,4936,5128,Fame (1980),Queen of the Damned (2002)
2178,4941,113345,Flash Gordon (1980),Jupiter Ascending (2015)
2179,4951,3261,Lord of the Flies (1990),Singles (1992)
2180,4954,56152,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Enchanted (2007)
2181,4958,1,Behind Enemy Lines (2001),Toy Story (1995)
2182,4963,32587,Ocean's Eleven (2001),Sin City (2005)
2183,4967,79132,No Man's Land (2001),Inception (2010)
2184,4970,117533,"Blue Angel, The (Blaue Engel, Der) (1930)",Citizenfour (2014)
2185,4973,551,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Nightmare Before Christmas, The (1993)"
2186,4974,728,Not Another Teen Movie (2001),Cold Comfort Farm (1995)
2187,4975,2936,Vanilla Sky (2001),Sullivan's Travels (1941)
2188,4978,1468,Lantana (2001),Booty Call (1997)
2189,4979,1220,"Royal Tenenbaums, The (2001)","Blues Brothers, The (1980)"
2190,4980,1,Bill & Ted's Bogus Journey (1991),Toy Story (1995)
2191,4990,3160,Jimmy Neutron: Boy Genius (2001),Magnolia (1999)
2192,4992,8640,Kate & Leopold (2001),King Arthur (2004)
2193,4993,33794,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Batman Begins (2005)
2194,4994,1302,"Majestic, The (2001)",Field of Dreams (1989)
2195,4995,112552,"Beautiful Mind, A (2001)",Whiplash (2014)
2196,5008,106489,Witness for the Prosecution (1957),"Hobbit: The Desolation of Smaug, The (2013)"
2197,5009,2176,Ali (2001),Rope (1948)
2198,5010,5010,Black Hawk Down (2001),Black Hawk Down (2001)
2199,5013,2959,Gosford Park (2001),Fight Club (1999)
2200,5014,231,I Am Sam (2001),Dumb & Dumber (Dumb and Dumber) (1994)
2201,5015,4226,Monster's Ball (2001),Memento (2000)
2202,5016,466,"Shipping News, The (2001)",Hot Shots! Part Deux (1993)
2203,5021,1,Murder by Death (1976),Toy Story (1995)
2204,5025,2193,Orange County (2002),Willow (1988)
2205,5026,302,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)","Queen Margot (Reine Margot, La) (1994)"
2206,5027,5016,Another 48 Hrs. (1990),"Shipping News, The (2001)"
2207,5040,62434,Conan the Destroyer (1984),Zack and Miri Make a Porno (2008)
2208,5047,1,Kung Pow: Enter the Fist (2002),Toy Story (1995)
2209,5049,1,48 Hrs. (1982),Toy Story (1995)
2210,5055,3499,Dragon: The Bruce Lee Story (1993),Misery (1990)
2211,5060,204,M*A*S*H (a.k.a. MASH) (1970),Under Siege 2: Dark Territory (1995)
2212,5064,150,The Count of Monte Cristo (2002),Apollo 13 (1995)
2213,5065,96588,"Mothman Prophecies, The (2002)",Pitch Perfect (2012)
2214,5066,1977,"Walk to Remember, A (2002)",Friday the 13th Part IV: The Final Chapter (1984)
2215,5072,34072,Metropolis (2001),"March of the Penguins (Marche de l'empereur, La) (2005)"
2216,5093,3071,Collateral Damage (2002),Stand and Deliver (1988)
2217,5103,74458,"Sandlot, The (1993)",Shutter Island (2010)
2218,5105,6881,Don't Look Now (1973),Pieces of April (2003)
2219,5107,112370,Hart's War (2002),Transformers: Age of Extinction (2014)
2220,5108,1721,John Q (2002),Titanic (1997)
2221,5110,6539,Super Troopers (2001),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
2222,5120,2528,Sleuth (1972),Logan's Run (1976)
2223,5128,147,Queen of the Damned (2002),"Basketball Diaries, The (1995)"
2224,5135,1,Monsoon Wedding (2001),Toy Story (1995)
2225,5139,4041,"Bad News Bears, The (1976)","Officer and a Gentleman, An (1982)"
2226,5146,1219,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Psycho (1960)
2227,5147,1,Wild Strawberries (Smultronstället) (1957),Toy Story (1995)
2228,5151,1,40 Days and 40 Nights (2002),Toy Story (1995)
2229,5152,2476,We Were Soldiers (2002),Heartbreak Ridge (1986)
2230,5159,1,Ferngully: The Last Rainforest (1992),Toy Story (1995)
2231,5171,3159,"Time Machine, The (2002)",Fantasia 2000 (1999)
2232,5218,34405,Ice Age (2002),Serenity (2005)
2233,5219,2700,Resident Evil (2002),"South Park: Bigger, Longer and Uncut (1999)"
2234,5220,5812,Showtime (2002),Far from Heaven (2002)
2235,5222,2916,Kissing Jessica Stein (2001),Total Recall (1990)
2236,5225,3252,And Your Mother Too (Y tu mamá también) (2001),Scent of a Woman (1992)
2237,5247,4887,Smokey and the Bandit (1977),"One, The (2001)"
2238,5254,2268,Blade II (2002),"Few Good Men, A (1992)"
2239,5265,1801,Death to Smoochy (2002),"Man in the Iron Mask, The (1998)"
2240,5266,588,Panic Room (2002),Aladdin (1992)
2241,5267,6874,"Rookie, The (2002)",Kill Bill: Vol. 1 (2003)
2242,5269,520,"Piano Teacher, The (La pianiste) (2001)",Robin Hood: Men in Tights (1993)
2243,5283,589,National Lampoon's Van Wilder (2002),Terminator 2: Judgment Day (1991)
2244,5291,1569,Rashomon (Rashômon) (1950),My Best Friend's Wedding (1997)
2245,5292,6155,Slap Shot (1977),How to Lose a Guy in 10 Days (2003)
2246,5293,1,Changing Lanes (2002),Toy Story (1995)
2247,5294,6323,Frailty (2001),Identity (2003)
2248,5296,4744,"Sweetest Thing, The (2002)",Jeepers Creepers (2001)
2249,5299,5669,My Big Fat Greek Wedding (2002),Bowling for Columbine (2002)
2250,5303,1288,Joe Versus the Volcano (1990),This Is Spinal Tap (1984)
2251,5308,3398,Three Men and a Baby (1987),"Muppets Take Manhattan, The (1984)"
2252,5309,2311,Three Men and a Little Lady (1990),2010: The Year We Make Contact (1984)
2253,5312,8879,Murder by Numbers (2002),Murder on the Orient Express (1974)
2254,5313,3204,The Scorpion King (2002),"Boys from Brazil, The (1978)"
2255,5316,2671,Enigma (2001),Notting Hill (1999)
2256,5319,1,Nine Queens (Nueve reinas) (2000),Toy Story (1995)
2257,5323,1769,Jason X (2002),"Replacement Killers, The (1998)"
2258,5329,4091,"Salton Sea, The (2002)",Can't Buy Me Love (1987)
2259,5339,4973,Husbands and Wives (1992),"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
2260,5349,1214,Spider-Man (2002),Alien (1979)
2261,5364,62644,Unfaithful (2002),"Wave, The (Welle, Die) (2008)"
2262,5377,364,About a Boy (2002),"Lion King, The (1994)"
